,StateCode,StateName,Origin,Reporting_Airline,Detail,Flights,Status
14001,WI,Wisconsin,MSN,UA,Departure On-Time,5,On-Time
14002,MT,Montana,MSO,UA,Departure On-Time,1,On-Time
14003,MN,Minnesota,MSP,UA,Departure On-Time,59,On-Time
14004,LA,Louisiana,MSY,UA,Departure On-Time,44,On-Time
14005,CA,California,OAK,UA,Departure On-Time,36,On-Time
14017,CA,California,PSP,UA,Departure On-Time,9,On-Time
14006,HI,Hawaii,OGG,UA,Departure On-Time,27,On-Time
14008,NE,Nebraska,OMA,UA,Departure On-Time,32,On-Time
1597,MN,Minnesota,DLH,UA,B,1,Cancelled
14009,CA,California,ONT,UA,Departure On-Time,22,On-Time
14010,IL,Illinois,ORD,UA,Departure On-Time,1377,On-Time
14011,VA,Virginia,ORF,UA,Departure On-Time,4,On-Time
14012,FL,Florida,PBI,UA,Departure On-Time,11,On-Time
1627,MN,Minnesota,MSP,UA,A,8,Cancelled
1628,MN,Minnesota,MSP,UA,B,4,Cancelled
1629,MN,Minnesota,MSP,UA,C,3,Cancelled
14013,OR,Oregon,PDX,UA,Departure On-Time,79,On-Time
14014,PA,Pennsylvania,PHL,UA,Departure On-Time,94,On-Time
14015,AZ,Arizona,PHX,UA,Departure On-Time,103,On-Time
14007,OK,Oklahoma,OKC,UA,Departure On-Time,9,On-Time
13940,MT,Montana,BIL,UA,Departure On-Time,13,On-Time
13997,TX,Texas,MFE,UA,Departure On-Time,4,On-Time
13937,TX,Texas,AUS,UA,Departure On-Time,30,On-Time
3170,TX,Texas,SAT,UA,B,5,Cancelled
3202,UT,Utah,SLC,UA,A,2,Cancelled
3203,UT,Utah,SLC,UA,C,1,Cancelled
3244,VA,Virginia,DCA,UA,A,20,Cancelled
3245,VA,Virginia,DCA,UA,B,8,Cancelled
3246,VA,Virginia,DCA,UA,C,2,Cancelled
3285,VA,Virginia,IAD,UA,A,23,Cancelled
3286,VA,Virginia,IAD,UA,B,28,Cancelled
3287,VA,Virginia,IAD,UA,C,2,Cancelled
1077,IL,Illinois,ORD,UA,C,36,Cancelled
1076,IL,Illinois,ORD,UA,B,95,Cancelled
1075,IL,Illinois,ORD,UA,A,98,Cancelled
3352,VA,Virginia,RIC,UA,B,2,Cancelled
3353,VA,Virginia,RIC,UA,C,1,Cancelled
2747,SC,South Carolina,CHS,UA,B,1,Cancelled
3383,VT,Vermont,BTV,UA,A,1,Cancelled
3417,WA,Washington,SEA,UA,A,22,Cancelled
3545,WY,Wyoming,JAC,UA,A,2,Cancelled
3546,WY,Wyoming,JAC,UA,B,1,Cancelled
3547,WY,Wyoming,JAC,UA,C,1,Cancelled
13939,AL,Alabama,BHM,UA,Departure On-Time,1,On-Time
3169,TX,Texas,SAT,UA,A,1,Cancelled
3145,TX,Texas,MFE,UA,A,1,Cancelled
3418,WA,Washington,SEA,UA,B,4,Cancelled
13934,NY,New York,ALB,UA,Departure On-Time,6,On-Time
1221,KY,Kentucky,CVG,UA,A,2,Cancelled
1318,LA,Louisiana,MSY,UA,A,5,Cancelled
1319,LA,Louisiana,MSY,UA,B,5,Cancelled
13936,GA,Georgia,ATL,UA,Departure On-Time,38,On-Time
3023,TX,Texas,DFW,UA,A,8,Cancelled
13933,NM,New Mexico,ABQ,UA,Departure On-Time,9,On-Time
1191,KS,Kansas,ICT,UA,B,1,Cancelled
3024,TX,Texas,DFW,UA,B,6,Cancelled
3025,TX,Texas,DFW,UA,C,1,Cancelled
13935,AK,Alaska,ANC,UA,Departure On-Time,14,On-Time
1150,IN,Indiana,IND,UA,C,1,Cancelled
1190,KS,Kansas,ICT,UA,A,1,Cancelled
3106,TX,Texas,IAH,UA,C,1,Cancelled
2805,SD,South Dakota,FSD,UA,B,1,Cancelled
3104,TX,Texas,IAH,UA,A,12,Cancelled
3105,TX,Texas,IAH,UA,B,39,Cancelled
2043,NJ,New Jersey,EWR,US,C,1,Cancelled
6134,FL,Florida,RSW,US,Arrival Delay,228,Delayed
6135,CA,California,SAN,US,Arrival Delay,223,Delayed
6136,TX,Texas,SAT,US,Arrival Delay,22,Delayed
6148,MO,Missouri,STL,US,Arrival Delay,128,Delayed
6137,GA,Georgia,SAV,US,Arrival Delay,46,Delayed
6138,IN,Indiana,SBN,US,Arrival Delay,10,Delayed
6147,FL,Florida,SRQ,US,Arrival Delay,14,Delayed
6139,KY,Kentucky,SDF,US,Arrival Delay,61,Delayed
6140,WA,Washington,SEA,US,Arrival Delay,217,Delayed
2042,NJ,New Jersey,EWR,US,B,5,Cancelled
6141,CA,California,SFO,US,Arrival Delay,348,Delayed
6142,CA,California,SJC,US,Arrival Delay,51,Delayed
6143,PR,Puerto Rico,SJU,US,Arrival Delay,143,Delayed
6145,CA,California,SMF,US,Arrival Delay,96,Delayed
6144,UT,Utah,SLC,US,Arrival Delay,63,Delayed
247,CA,California,LAX,US,A,3,Cancelled
6056,VT,Vermont,BTV,US,Arrival Delay,45,Delayed
6146,CA,California,SNA,US,Arrival Delay,95,Delayed
568,CT,Connecticut,BDL,US,A,4,Cancelled
6130,VA,Virginia,RIC,US,Arrival Delay,192,Delayed
6132,VA,Virginia,ROA,US,Arrival Delay,27,Delayed
6109,NH,New Hampshire,MHT,US,Arrival Delay,136,Delayed
6110,FL,Florida,MIA,US,Arrival Delay,255,Delayed
6058,CA,California,BUR,US,Arrival Delay,6,Delayed
6057,NY,New York,BUF,US,Arrival Delay,265,Delayed
6111,WI,Wisconsin,MKE,US,Arrival Delay,73,Delayed
6112,MN,Minnesota,MSP,US,Arrival Delay,184,Delayed
6113,LA,Louisiana,MSY,US,Arrival Delay,186,Delayed
6114,SC,South Carolina,MYR,US,Arrival Delay,83,Delayed
6115,CA,California,OAK,US,Arrival Delay,42,Delayed
6116,HI,Hawaii,OGG,US,Arrival Delay,14,Delayed
6117,NE,Nebraska,OMA,US,Arrival Delay,21,Delayed
6118,CA,California,ONT,US,Arrival Delay,53,Delayed
6119,IL,Illinois,ORD,US,Arrival Delay,567,Delayed
6120,VA,Virginia,ORF,US,Arrival Delay,180,Delayed
6121,FL,Florida,PBI,US,Arrival Delay,300,Delayed
6122,OR,Oregon,PDX,US,Arrival Delay,72,Delayed
6123,PA,Pennsylvania,PHL,US,Arrival Delay,4569,Delayed
6124,AZ,Arizona,PHX,US,Arrival Delay,2542,Delayed
6125,PA,Pennsylvania,PIT,US,Arrival Delay,2330,Delayed
6126,FL,Florida,PNS,US,Arrival Delay,27,Delayed
6127,RI,Rhode Island,PVD,US,Arrival Delay,294,Delayed
6128,ME,Maine,PWM,US,Arrival Delay,50,Delayed
6129,NC,North Carolina,RDU,US,Arrival Delay,393,Delayed
6149,VI,U.S. Virgin Islands,STT,US,Arrival Delay,39,Delayed
6131,NV,Nevada,RNO,US,Arrival Delay,41,Delayed
6133,NY,New York,ROC,US,Arrival Delay,144,Delayed
6150,VI,U.S. Virgin Islands,STX,US,Arrival Delay,9,Delayed
287,CA,California,OAK,US,A,1,Cancelled
6152,OH,Ohio,TOL,US,Arrival Delay,14,Delayed
423,CA,California,SMF,US,A,1,Cancelled
618,FL,Florida,FLL,US,C,1,Cancelled
617,FL,Florida,FLL,US,B,7,Cancelled
616,FL,Florida,FLL,US,A,4,Cancelled
6046,GA,Georgia,ATL,US,Arrival Delay,370,Delayed
6045,AK,Alaska,ANC,US,Arrival Delay,20,Delayed
447,CA,California,SNA,US,A,4,Cancelled
448,CA,California,SNA,US,B,1,Cancelled
6044,NY,New York,ALB,US,Arrival Delay,155,Delayed
6043,NM,New Mexico,ABQ,US,Arrival Delay,29,Delayed
6047,TX,Texas,AUS,US,Arrival Delay,14,Delayed
6042,PA,Pennsylvania,ABE,US,Arrival Delay,45,Delayed
504,CO,Colorado,DEN,US,B,1,Cancelled
505,CO,Colorado,DEN,US,C,1,Cancelled
2688,PR,Puerto Rico,SJU,US,A,1,Cancelled
597,FL,Florida,EYW,US,B,1,Cancelled
2706,RI,Rhode Island,PVD,US,A,3,Cancelled
570,CT,Connecticut,BDL,US,C,2,Cancelled
569,CT,Connecticut,BDL,US,B,1,Cancelled
2655,PA,Pennsylvania,PIT,US,A,10,Cancelled
2656,PA,Pennsylvania,PIT,US,B,3,Cancelled
2657,PA,Pennsylvania,PIT,US,C,5,Cancelled
503,CO,Colorado,DEN,US,A,2,Cancelled
6151,NY,New York,SYR,US,Arrival Delay,150,Delayed
409,CA,California,SJC,US,A,1,Cancelled
6049,PA,Pennsylvania,AVP,US,Arrival Delay,23,Delayed
6153,FL,Florida,TPA,US,Arrival Delay,625,Delayed
6154,TN,Tennessee,TRI,US,Arrival Delay,9,Delayed
6155,AZ,Arizona,TUS,US,Arrival Delay,5,Delayed
6156,TN,Tennessee,TYS,US,Arrival Delay,16,Delayed
2041,NJ,New Jersey,EWR,US,A,7,Cancelled
6055,MA,Massachusetts,BOS,US,Arrival Delay,1350,Delayed
6054,ID,Idaho,BOI,US,Arrival Delay,30,Delayed
6053,TN,Tennessee,BNA,US,Arrival Delay,156,Delayed
302,CA,California,ONT,US,A,3,Cancelled
1992,NH,New Hampshire,MHT,US,C,1,Cancelled
6048,NC,North Carolina,AVL,US,Arrival Delay,21,Delayed
1991,NH,New Hampshire,MHT,US,B,1,Cancelled
338,CA,California,SAN,US,A,9,Cancelled
339,CA,California,SAN,US,B,1,Cancelled
6108,TN,Tennessee,MEM,US,Arrival Delay,28,Delayed
340,CA,California,SAN,US,C,1,Cancelled
6052,AL,Alabama,BHM,US,Arrival Delay,32,Delayed
6051,NY,New York,BGM,US,Arrival Delay,11,Delayed
6050,CT,Connecticut,BDL,US,Arrival Delay,300,Delayed
382,CA,California,SFO,US,A,4,Cancelled
383,CA,California,SFO,US,B,1,Cancelled
384,CA,California,SFO,US,C,2,Cancelled
1990,NH,New Hampshire,MHT,US,A,1,Cancelled
6107,IL,Illinois,MDW,US,Arrival Delay,39,Delayed
6087,NY,New York,HPN,US,Arrival Delay,11,Delayed
6105,FL,Florida,MCO,US,Arrival Delay,762,Delayed
2433,OH,Ohio,CMH,US,A,2,Cancelled
2434,OH,Ohio,CMH,US,B,1,Cancelled
3320,VA,Virginia,ORF,US,C,1,Cancelled
3354,VA,Virginia,RIC,US,A,4,Cancelled
3355,VA,Virginia,RIC,US,C,2,Cancelled
2748,SC,South Carolina,CHS,US,C,1,Cancelled
646,FL,Florida,JAX,US,A,2,Cancelled
3384,VT,Vermont,BTV,US,C,1,Cancelled
3419,WA,Washington,SEA,US,A,3,Cancelled
3490,WI,Wisconsin,MKE,US,A,1,Cancelled
3319,VA,Virginia,ORF,US,B,1,Cancelled
2589,PA,Pennsylvania,MDT,US,A,1,Cancelled
2621,PA,Pennsylvania,PHL,US,A,44,Cancelled
2622,PA,Pennsylvania,PHL,US,B,50,Cancelled
2623,PA,Pennsylvania,PHL,US,C,19,Cancelled
2708,RI,Rhode Island,PVD,US,C,2,Cancelled
2707,RI,Rhode Island,PVD,US,B,4,Cancelled
2232,NY,New York,JFK,US,B,2,Cancelled
2231,NY,New York,JFK,US,A,1,Cancelled
6068,OH,Ohio,DAY,US,Arrival Delay,52,Delayed
6067,WV,West Virginia,CRW,US,Arrival Delay,17,Delayed
6066,OH,Ohio,CMH,US,Arrival Delay,193,Delayed
2590,PA,Pennsylvania,MDT,US,B,1,Cancelled
6065,NC,North Carolina,CLT,US,Arrival Delay,6741,Delayed
3318,VA,Virginia,ORF,US,A,3,Cancelled
2401,OH,Ohio,CLE,US,A,2,Cancelled
2840,TN,Tennessee,BNA,US,C,1,Cancelled
2839,TN,Tennessee,BNA,US,B,1,Cancelled
2838,TN,Tennessee,BNA,US,A,1,Cancelled
3026,TX,Texas,DFW,US,A,9,Cancelled
3027,TX,Texas,DFW,US,B,2,Cancelled
3028,TX,Texas,DFW,US,C,1,Cancelled
3045,TX,Texas,ELP,US,A,3,Cancelled
3107,TX,Texas,IAH,US,A,5,Cancelled
3108,TX,Texas,IAH,US,B,1,Cancelled
2793,SC,South Carolina,MYR,US,B,1,Cancelled
3288,VA,Virginia,IAD,US,A,1,Cancelled
2792,SC,South Carolina,MYR,US,A,1,Cancelled
3247,VA,Virginia,DCA,US,A,27,Cancelled
3248,VA,Virginia,DCA,US,B,30,Cancelled
3249,VA,Virginia,DCA,US,C,14,Cancelled
2280,NY,New York,LGA,US,A,24,Cancelled
2281,NY,New York,LGA,US,B,24,Cancelled
2282,NY,New York,LGA,US,C,22,Cancelled
2316,NY,New York,ROC,US,A,2,Cancelled
2317,NY,New York,ROC,US,C,1,Cancelled
2349,NY,New York,SYR,US,A,5,Cancelled
2350,NY,New York,SYR,US,B,2,Cancelled
3204,UT,Utah,SLC,US,A,1,Cancelled
6106,PA,Pennsylvania,MDT,US,Arrival Delay,61,Delayed
2168,NY,New York,BUF,US,B,1,Cancelled
6064,OH,Ohio,CLE,US,Arrival Delay,102,Delayed
2106,NV,Nevada,LAS,US,A,14,Cancelled
153,AZ,Arizona,PHX,US,A,17,Cancelled
154,AZ,Arizona,PHX,US,B,13,Cancelled
155,AZ,Arizona,PHX,US,C,2,Cancelled
6088,AL,Alabama,HSV,US,Arrival Delay,18,Delayed
6089,VA,Virginia,IAD,US,Arrival Delay,244,Delayed
6090,TX,Texas,IAH,US,Arrival Delay,215,Delayed
6091,NC,North Carolina,ILM,US,Arrival Delay,46,Delayed
6092,IN,Indiana,IND,US,Arrival Delay,218,Delayed
6093,NY,New York,ITH,US,Arrival Delay,20,Delayed
2107,NV,Nevada,LAS,US,B,1,Cancelled
6094,FL,Florida,JAX,US,Arrival Delay,256,Delayed
6095,NY,New York,JFK,US,Arrival Delay,89,Delayed
6096,HI,Hawaii,KOA,US,Arrival Delay,5,Delayed
6097,NV,Nevada,LAS,US,Arrival Delay,861,Delayed
6098,CA,California,LAX,US,Arrival Delay,395,Delayed
6099,KY,Kentucky,LEX,US,Arrival Delay,10,Delayed
6100,NY,New York,LGA,US,Arrival Delay,992,Delayed
6101,CA,California,LGB,US,Arrival Delay,1,Delayed
6102,HI,Hawaii,LIH,US,Arrival Delay,7,Delayed
6103,WV,West Virginia,LWB,US,Arrival Delay,1,Delayed
6104,MO,Missouri,MCI,US,Arrival Delay,190,Delayed
6059,MD,Maryland,BWI,US,Arrival Delay,638,Delayed
2167,NY,New York,BUF,US,A,4,Cancelled
2108,NV,Nevada,LAS,US,C,1,Cancelled
6085,SC,South Carolina,GSP,US,Arrival Delay,29,Delayed
6063,SC,South Carolina,CHS,US,Arrival Delay,79,Delayed
2138,NY,New York,ALB,US,B,1,Cancelled
2137,NY,New York,ALB,US,A,3,Cancelled
6062,TN,Tennessee,CHA,US,Arrival Delay,11,Delayed
6061,OH,Ohio,CAK,US,Arrival Delay,4,Delayed
6060,SC,South Carolina,CAE,US,Arrival Delay,20,Delayed
6069,VA,Virginia,DCA,US,Arrival Delay,1614,Delayed
6070,CO,Colorado,DEN,US,Arrival Delay,299,Delayed
6071,TX,Texas,DFW,US,Arrival Delay,399,Delayed
6072,IA,Iowa,DSM,US,Arrival Delay,2,Delayed
6086,HI,Hawaii,HNL,US,Arrival Delay,21,Delayed
6073,MI,Michigan,DTW,US,Arrival Delay,217,Delayed
6075,TX,Texas,ELP,US,Arrival Delay,14,Delayed
6076,PA,Pennsylvania,ERI,US,Arrival Delay,12,Delayed
6077,NJ,New Jersey,EWR,US,Arrival Delay,268,Delayed
6078,CA,California,FAT,US,Arrival Delay,1,Delayed
6079,NC,North Carolina,FAY,US,Arrival Delay,12,Delayed
6080,MT,Montana,FCA,US,Arrival Delay,1,Delayed
6081,FL,Florida,FLL,US,Arrival Delay,556,Delayed
6082,WA,Washington,GEG,US,Arrival Delay,15,Delayed
6083,MI,Michigan,GRR,US,Arrival Delay,5,Delayed
6084,NC,North Carolina,GSO,US,Arrival Delay,120,Delayed
6074,NY,New York,ELM,US,Arrival Delay,14,Delayed
647,FL,Florida,JAX,US,B,8,Cancelled
14049,NC,North Carolina,AVL,US,Departure On-Time,2,On-Time
11603,MO,Missouri,STL,US,Arrival On-Time,7,On-Time
9180,NC,North Carolina,CLT,US,Departure Delay,6514,Delayed
9179,OH,Ohio,CLE,US,Departure Delay,62,Delayed
9178,SC,South Carolina,CHS,US,Departure Delay,54,Delayed
9177,TN,Tennessee,CHA,US,Departure Delay,4,Delayed
9176,OH,Ohio,CAK,US,Departure Delay,1,Delayed
9175,SC,South Carolina,CAE,US,Departure Delay,10,Delayed
9181,OH,Ohio,CMH,US,Departure Delay,136,Delayed
9174,MD,Maryland,BWI,US,Departure Delay,596,Delayed
9172,NY,New York,BUF,US,Departure Delay,233,Delayed
9171,VT,Vermont,BTV,US,Departure Delay,37,Delayed
9170,MA,Massachusetts,BOS,US,Departure Delay,1048,Delayed
9169,ID,Idaho,BOI,US,Departure Delay,24,Delayed
9168,TN,Tennessee,BNA,US,Departure Delay,89,Delayed
9167,AL,Alabama,BHM,US,Departure Delay,18,Delayed
9173,CA,California,BUR,US,Departure Delay,3,Delayed
9166,NY,New York,BGM,US,Departure Delay,7,Delayed
9182,WV,West Virginia,CRW,US,Departure Delay,9,Delayed
9184,VA,Virginia,DCA,US,Departure Delay,1243,Delayed
9199,SC,South Carolina,GSP,US,Departure Delay,16,Delayed
9198,NC,North Carolina,GSO,US,Departure Delay,79,Delayed
9197,MI,Michigan,GRR,US,Departure Delay,6,Delayed
9196,WA,Washington,GEG,US,Departure Delay,11,Delayed
9195,FL,Florida,FLL,US,Departure Delay,470,Delayed
9194,MT,Montana,FCA,US,Departure Delay,1,Delayed
9183,OH,Ohio,DAY,US,Departure Delay,24,Delayed
9193,NC,North Carolina,FAY,US,Departure Delay,7,Delayed
9191,NJ,New Jersey,EWR,US,Departure Delay,230,Delayed
9190,PA,Pennsylvania,ERI,US,Departure Delay,10,Delayed
9189,TX,Texas,ELP,US,Departure Delay,8,Delayed
9188,NY,New York,ELM,US,Departure Delay,7,Delayed
9186,TX,Texas,DFW,US,Departure Delay,318,Delayed
9185,CO,Colorado,DEN,US,Departure Delay,234,Delayed
9192,CA,California,FAT,US,Departure Delay,2,Delayed
9165,CT,Connecticut,BDL,US,Departure Delay,256,Delayed
9164,PA,Pennsylvania,AVP,US,Departure Delay,12,Delayed
9163,NC,North Carolina,AVL,US,Departure Delay,12,Delayed
1381,MA,Massachusetts,BOS,US,B,20,Cancelled
1382,MA,Massachusetts,BOS,US,C,28,Cancelled
14106,LA,Louisiana,MSY,US,Departure On-Time,18,On-Time
14107,SC,South Carolina,MYR,US,Departure On-Time,6,On-Time
14108,CA,California,OAK,US,Departure On-Time,6,On-Time
14109,HI,Hawaii,OGG,US,Departure On-Time,3,On-Time
1380,MA,Massachusetts,BOS,US,A,38,Cancelled
14110,CA,California,ONT,US,Departure On-Time,10,On-Time
1422,MD,Maryland,BWI,US,A,2,Cancelled
1423,MD,Maryland,BWI,US,B,5,Cancelled
1424,MD,Maryland,BWI,US,C,1,Cancelled
1452,ME,Maine,PWM,US,A,1,Cancelled
1453,ME,Maine,PWM,US,B,1,Cancelled
14112,VA,Virginia,ORF,US,Departure On-Time,17,On-Time
14111,IL,Illinois,ORD,US,Departure On-Time,58,On-Time
1321,LA,Louisiana,MSY,US,B,5,Cancelled
1320,LA,Louisiana,MSY,US,A,2,Cancelled
14105,MN,Minnesota,MSP,US,Departure On-Time,15,On-Time
9162,TX,Texas,AUS,US,Departure Delay,9,Delayed
9161,GA,Georgia,ATL,US,Departure Delay,321,Delayed
9160,AK,Alaska,ANC,US,Departure Delay,23,Delayed
9159,NY,New York,ALB,US,Departure Delay,118,Delayed
9158,NM,New Mexico,ABQ,US,Departure Delay,16,Delayed
9157,PA,Pennsylvania,ABE,US,Departure Delay,24,Delayed
14096,HI,Hawaii,LIH,US,Departure On-Time,1,On-Time
14097,MO,Missouri,MCI,US,Departure On-Time,20,On-Time
14098,FL,Florida,MCO,US,Departure On-Time,101,On-Time
14099,PA,Pennsylvania,MDT,US,Departure On-Time,5,On-Time
14100,IL,Illinois,MDW,US,Departure On-Time,4,On-Time
14101,TN,Tennessee,MEM,US,Departure On-Time,6,On-Time
14102,NH,New Hampshire,MHT,US,Departure On-Time,12,On-Time
14103,FL,Florida,MIA,US,Departure On-Time,37,On-Time
14104,WI,Wisconsin,MKE,US,Departure On-Time,9,On-Time
9200,HI,Hawaii,HNL,US,Departure Delay,17,Delayed
14113,FL,Florida,PBI,US,Departure On-Time,41,On-Time
9201,NY,New York,HPN,US,Departure Delay,8,Delayed
9203,VA,Virginia,IAD,US,Departure Delay,178,Delayed
9254,WA,Washington,SEA,US,Departure Delay,203,Delayed
9253,KY,Kentucky,SDF,US,Departure Delay,43,Delayed
9252,IN,Indiana,SBN,US,Departure Delay,5,Delayed
9251,GA,Georgia,SAV,US,Departure Delay,33,Delayed
9250,TX,Texas,SAT,US,Departure Delay,5,Delayed
9249,CA,California,SAN,US,Departure Delay,186,Delayed
9255,CA,California,SFO,US,Departure Delay,294,Delayed
9248,FL,Florida,RSW,US,Departure Delay,188,Delayed
9246,VA,Virginia,ROA,US,Departure Delay,18,Delayed
9245,NV,Nevada,RNO,US,Departure Delay,39,Delayed
9244,VA,Virginia,RIC,US,Departure Delay,128,Delayed
9243,NC,North Carolina,RDU,US,Departure Delay,312,Delayed
9242,ME,Maine,PWM,US,Departure Delay,30,Delayed
9241,RI,Rhode Island,PVD,US,Departure Delay,224,Delayed
9247,NY,New York,ROC,US,Departure Delay,114,Delayed
9240,FL,Florida,PNS,US,Departure Delay,18,Delayed
9256,CA,California,SJC,US,Departure Delay,41,Delayed
9258,UT,Utah,SLC,US,Departure Delay,60,Delayed
677,FL,Florida,MCO,US,B,5,Cancelled
676,FL,Florida,MCO,US,A,3,Cancelled
9270,TN,Tennessee,TYS,US,Departure Delay,11,Delayed
9269,AZ,Arizona,TUS,US,Departure Delay,3,Delayed
9268,TN,Tennessee,TRI,US,Departure Delay,6,Delayed
9267,FL,Florida,TPA,US,Departure Delay,544,Delayed
9257,PR,Puerto Rico,SJU,US,Departure Delay,127,Delayed
9266,OH,Ohio,TOL,US,Departure Delay,6,Delayed
9264,VI,U.S. Virgin Islands,STX,US,Departure Delay,5,Delayed
9263,VI,U.S. Virgin Islands,STT,US,Departure Delay,38,Delayed
9262,MO,Missouri,STL,US,Departure Delay,101,Delayed
9261,FL,Florida,SRQ,US,Departure Delay,18,Delayed
9260,CA,California,SNA,US,Departure Delay,73,Delayed
9259,CA,California,SMF,US,Departure Delay,77,Delayed
9265,NY,New York,SYR,US,Departure Delay,103,Delayed
9239,PA,Pennsylvania,PIT,US,Departure Delay,2001,Delayed
9238,AZ,Arizona,PHX,US,Departure Delay,2284,Delayed
9237,PA,Pennsylvania,PHL,US,Departure Delay,4547,Delayed
9217,WV,West Virginia,LWB,US,Departure Delay,1,Delayed
9216,HI,Hawaii,LIH,US,Departure Delay,2,Delayed
9215,CA,California,LGB,US,Departure Delay,1,Delayed
9214,NY,New York,LGA,US,Departure Delay,651,Delayed
9213,KY,Kentucky,LEX,US,Departure Delay,5,Delayed
9212,CA,California,LAX,US,Departure Delay,326,Delayed
9218,MO,Missouri,MCI,US,Departure Delay,118,Delayed
9211,NV,Nevada,LAS,US,Departure Delay,742,Delayed
9209,NY,New York,JFK,US,Departure Delay,78,Delayed
9208,FL,Florida,JAX,US,Departure Delay,193,Delayed
9207,NY,New York,ITH,US,Departure Delay,11,Delayed
9206,IN,Indiana,IND,US,Departure Delay,158,Delayed
9205,NC,North Carolina,ILM,US,Departure Delay,36,Delayed
9204,TX,Texas,IAH,US,Departure Delay,145,Delayed
9210,HI,Hawaii,KOA,US,Departure Delay,4,Delayed
9219,FL,Florida,MCO,US,Departure Delay,651,Delayed
9220,PA,Pennsylvania,MDT,US,Departure Delay,32,Delayed
9221,IL,Illinois,MDW,US,Departure Delay,39,Delayed
9236,OR,Oregon,PDX,US,Departure Delay,58,Delayed
9235,FL,Florida,PBI,US,Departure Delay,248,Delayed
9234,VA,Virginia,ORF,US,Departure Delay,120,Delayed
9233,IL,Illinois,ORD,US,Departure Delay,487,Delayed
9232,CA,California,ONT,US,Departure Delay,44,Delayed
9231,NE,Nebraska,OMA,US,Departure Delay,13,Delayed
9230,HI,Hawaii,OGG,US,Departure Delay,6,Delayed
9229,CA,California,OAK,US,Departure Delay,32,Delayed
9228,SC,South Carolina,MYR,US,Departure Delay,51,Delayed
9227,LA,Louisiana,MSY,US,Departure Delay,146,Delayed
9226,MN,Minnesota,MSP,US,Departure Delay,121,Delayed
9225,WI,Wisconsin,MKE,US,Departure Delay,47,Delayed
9224,FL,Florida,MIA,US,Departure Delay,235,Delayed
9223,NH,New Hampshire,MHT,US,Departure Delay,122,Delayed
9222,TN,Tennessee,MEM,US,Departure Delay,18,Delayed
9202,AL,Alabama,HSV,US,Departure Delay,8,Delayed
1505,MI,Michigan,DTW,US,A,2,Cancelled
1506,MI,Michigan,DTW,US,B,1,Cancelled
14114,OR,Oregon,PDX,US,Departure On-Time,13,On-Time
11562,FL,Florida,MCO,US,Arrival On-Time,54,On-Time
11561,MO,Missouri,MCI,US,Arrival On-Time,15,On-Time
11560,HI,Hawaii,LIH,US,Arrival On-Time,1,On-Time
11559,NY,New York,LGA,US,Arrival On-Time,43,On-Time
11558,KY,Kentucky,LEX,US,Arrival On-Time,1,On-Time
11557,CA,California,LAX,US,Arrival On-Time,33,On-Time
11563,PA,Pennsylvania,MDT,US,Arrival On-Time,2,On-Time
11556,NV,Nevada,LAS,US,Arrival On-Time,59,On-Time
11554,FL,Florida,JAX,US,Arrival On-Time,18,On-Time
11553,NY,New York,ITH,US,Arrival On-Time,2,On-Time
11552,IN,Indiana,IND,US,Arrival On-Time,10,On-Time
11551,NC,North Carolina,ILM,US,Arrival On-Time,5,On-Time
11550,TX,Texas,IAH,US,Arrival On-Time,21,On-Time
11549,VA,Virginia,IAD,US,Arrival On-Time,12,On-Time
11555,NY,New York,JFK,US,Arrival On-Time,2,On-Time
11548,SC,South Carolina,GSP,US,Arrival On-Time,3,On-Time
11564,IL,Illinois,MDW,US,Arrival On-Time,2,On-Time
11566,NH,New Hampshire,MHT,US,Arrival On-Time,16,On-Time
11580,AZ,Arizona,PHX,US,Arrival On-Time,181,On-Time
11579,PA,Pennsylvania,PHL,US,Arrival On-Time,154,On-Time
11578,OR,Oregon,PDX,US,Arrival On-Time,11,On-Time
11577,FL,Florida,PBI,US,Arrival On-Time,24,On-Time
11576,VA,Virginia,ORF,US,Arrival On-Time,13,On-Time
11575,IL,Illinois,ORD,US,Arrival On-Time,27,On-Time
11565,TN,Tennessee,MEM,US,Arrival On-Time,5,On-Time
11574,CA,California,ONT,US,Arrival On-Time,6,On-Time
11572,CA,California,OAK,US,Arrival On-Time,5,On-Time
11571,SC,South Carolina,MYR,US,Arrival On-Time,8,On-Time
11570,LA,Louisiana,MSY,US,Arrival On-Time,14,On-Time
11569,MN,Minnesota,MSP,US,Arrival On-Time,16,On-Time
11568,WI,Wisconsin,MKE,US,Arrival On-Time,4,On-Time
11567,FL,Florida,MIA,US,Arrival On-Time,14,On-Time
11573,HI,Hawaii,OGG,US,Arrival On-Time,1,On-Time
11547,NC,North Carolina,GSO,US,Arrival On-Time,8,On-Time
11546,MI,Michigan,GRR,US,Arrival On-Time,1,On-Time
11545,WA,Washington,GEG,US,Arrival On-Time,1,On-Time
11525,VT,Vermont,BTV,US,Arrival On-Time,2,On-Time
11524,MA,Massachusetts,BOS,US,Arrival On-Time,83,On-Time
11523,ID,Idaho,BOI,US,Arrival On-Time,1,On-Time
11522,TN,Tennessee,BNA,US,Arrival On-Time,13,On-Time
11521,AL,Alabama,BHM,US,Arrival On-Time,2,On-Time
11520,CT,Connecticut,BDL,US,Arrival On-Time,18,On-Time
11526,NY,New York,BUF,US,Arrival On-Time,20,On-Time
