,StateCode,StateName,Origin,Reporting_Airline,Detail,Flights,Status
2850,TN,Tennessee,CHA,9E,C,1,Cancelled
12065,WI,Wisconsin,RHI,9E,Departure On-Time,1,On-Time
12064,NC,North Carolina,RDU,9E,Departure On-Time,8,On-Time
12063,ME,Maine,PWM,9E,Departure On-Time,4,On-Time
12062,WA,Washington,PSC,9E,Departure On-Time,1,On-Time
12061,MI,Michigan,PLN,9E,Departure On-Time,1,On-Time
12060,PA,Pennsylvania,PIT,9E,Departure On-Time,8,On-Time
12059,IL,Illinois,PIA,9E,Departure On-Time,4,On-Time
12058,PA,Pennsylvania,PHL,9E,Departure On-Time,2,On-Time
12057,FL,Florida,PFN,9E,Departure On-Time,2,On-Time
12056,FL,Florida,PBI,9E,Departure On-Time,1,On-Time
12066,VA,Virginia,RIC,9E,Departure On-Time,4,On-Time
12055,VA,Virginia,ORF,9E,Departure On-Time,3,On-Time
12053,NE,Nebraska,OMA,9E,Departure On-Time,2,On-Time
12052,OK,Oklahoma,OKC,9E,Departure On-Time,2,On-Time
12051,LA,Louisiana,MSY,9E,Departure On-Time,1,On-Time
12050,MN,Minnesota,MSP,9E,Departure On-Time,86,On-Time
12049,WI,Wisconsin,MSN,9E,Departure On-Time,3,On-Time
12048,AL,Alabama,MOB,9E,Departure On-Time,2,On-Time
12047,IL,Illinois,MLI,9E,Departure On-Time,4,On-Time
12046,NH,New Hampshire,MHT,9E,Departure On-Time,1,On-Time
12045,AL,Alabama,MGM,9E,Departure On-Time,2,On-Time
12044,TX,Texas,MFE,9E,Departure On-Time,1,On-Time
12054,IL,Illinois,ORD,9E,Departure On-Time,1,On-Time
12043,TN,Tennessee,MEM,9E,Departure On-Time,101,On-Time
12067,VA,Virginia,ROA,9E,Departure On-Time,2,On-Time
12069,MN,Minnesota,RST,9E,Departure On-Time,4,On-Time
9850,NY,New York,JFK,9E,Arrival On-Time,4,On-Time
12084,AR,Arkansas,XNA,9E,Departure On-Time,3,On-Time
9851,MI,Michigan,LAN,9E,Arrival On-Time,2,On-Time
12083,TN,Tennessee,TYS,9E,Departure On-Time,4,On-Time
12082,MI,Michigan,TVC,9E,Departure On-Time,4,On-Time
12081,OK,Oklahoma,TUL,9E,Departure On-Time,5,On-Time
12080,FL,Florida,TLH,9E,Departure On-Time,2,On-Time
12079,NY,New York,SWF,9E,Departure On-Time,1,On-Time
12078,IA,Iowa,SUX,9E,Departure On-Time,1,On-Time
12077,MO,Missouri,STL,9E,Departure On-Time,3,On-Time
12068,NY,New York,ROC,9E,Departure On-Time,2,On-Time
12076,LA,Louisiana,SHV,9E,Departure On-Time,3,On-Time
12074,KY,Kentucky,SDF,9E,Departure On-Time,5,On-Time
546,CT,Connecticut,BDL,9E,C,1,Cancelled
9852,TX,Texas,LBB,9E,Arrival On-Time,2,On-Time
9853,KY,Kentucky,LEX,9E,Arrival On-Time,5,On-Time
9854,LA,Louisiana,LFT,9E,Arrival On-Time,2,On-Time
9855,NY,New York,LGA,9E,Arrival On-Time,3,On-Time
12073,PA,Pennsylvania,SCE,9E,Departure On-Time,3,On-Time
12072,IN,Indiana,SBN,9E,Departure On-Time,3,On-Time
12071,GA,Georgia,SAV,9E,Departure On-Time,1,On-Time
12070,TX,Texas,SAT,9E,Departure On-Time,1,On-Time
12075,MO,Missouri,SGF,9E,Departure On-Time,7,On-Time
12042,IL,Illinois,MDW,9E,Departure On-Time,4,On-Time
12041,PA,Pennsylvania,MDT,9E,Departure On-Time,6,On-Time
12040,MO,Missouri,MCI,9E,Departure On-Time,2,On-Time
12018,MI,Michigan,GRR,9E,Departure On-Time,4,On-Time
12017,MS,Mississippi,GPT,9E,Departure On-Time,1,On-Time
12016,ND,North Dakota,GFK,9E,Departure On-Time,2,On-Time
12015,IN,Indiana,FWA,9E,Departure On-Time,3,On-Time
12014,SD,South Dakota,FSD,9E,Departure On-Time,2,On-Time
12013,MI,Michigan,FNT,9E,Departure On-Time,3,On-Time
12012,IN,Indiana,EVV,9E,Departure On-Time,1,On-Time
12011,PA,Pennsylvania,ERI,9E,Departure On-Time,1,On-Time
12010,MI,Michigan,DTW,9E,Departure On-Time,153,On-Time
12009,IA,Iowa,DSM,9E,Departure On-Time,8,On-Time
12019,NC,North Carolina,GSO,9E,Departure On-Time,3,On-Time
12008,MN,Minnesota,DLH,9E,Departure On-Time,3,On-Time
12006,VA,Virginia,DCA,9E,Departure On-Time,6,On-Time
12005,OH,Ohio,DAY,9E,Departure On-Time,2,On-Time
12004,WI,Wisconsin,CWA,9E,Departure On-Time,2,On-Time
627,FL,Florida,JAX,9E,A,1,Cancelled
628,FL,Florida,JAX,9E,C,1,Cancelled
1105,IN,Indiana,EVV,9E,B,3,Cancelled
9859,TN,Tennessee,MEM,9E,Arrival On-Time,39,On-Time
9860,WI,Wisconsin,MKE,9E,Arrival On-Time,1,On-Time
12003,KY,Kentucky,CVG,9E,Departure On-Time,13,On-Time
12002,MO,Missouri,COU,9E,Departure On-Time,1,On-Time
12007,TX,Texas,DFW,9E,Departure On-Time,1,On-Time
12020,SC,South Carolina,GSP,9E,Departure On-Time,5,On-Time
12021,NY,New York,HPN,9E,Departure On-Time,1,On-Time
12022,AL,Alabama,HSV,9E,Departure On-Time,5,On-Time
12039,MI,Michigan,MBS,9E,Departure On-Time,2,On-Time
12038,WI,Wisconsin,LSE,9E,Departure On-Time,1,On-Time
12037,AR,Arkansas,LIT,9E,Departure On-Time,1,On-Time
12036,NY,New York,LGA,9E,Departure On-Time,9,On-Time
12035,LA,Louisiana,LFT,9E,Departure On-Time,1,On-Time
12034,KY,Kentucky,LEX,9E,Departure On-Time,6,On-Time
12033,TX,Texas,LBB,9E,Departure On-Time,2,On-Time
12032,MI,Michigan,LAN,9E,Departure On-Time,3,On-Time
12031,NY,New York,JFK,9E,Departure On-Time,19,On-Time
12030,FL,Florida,JAX,9E,Departure On-Time,4,On-Time
12029,MS,Mississippi,JAN,9E,Departure On-Time,1,On-Time
12028,NY,New York,ITH,9E,Departure On-Time,2,On-Time
12027,IN,Indiana,IND,9E,Departure On-Time,13,On-Time
12026,NC,North Carolina,ILM,9E,Departure On-Time,1,On-Time
9856,MO,Missouri,MCI,9E,Arrival On-Time,1,On-Time
9857,PA,Pennsylvania,MDT,9E,Arrival On-Time,3,On-Time
9858,IL,Illinois,MDW,9E,Arrival On-Time,2,On-Time
1106,IN,Indiana,EVV,9E,C,1,Cancelled
2411,OH,Ohio,CMH,9E,C,2,Cancelled
2410,OH,Ohio,CMH,9E,B,1,Cancelled
12025,KS,Kansas,ICT,9E,Departure On-Time,7,On-Time
12024,TX,Texas,IAH,9E,Departure On-Time,3,On-Time
12023,VA,Virginia,IAD,9E,Departure On-Time,3,On-Time
1116,IN,Indiana,FWA,9E,A,1,Cancelled
12001,MI,Michigan,CMX,9E,Departure On-Time,1,On-Time
9849,FL,Florida,JAX,9E,Arrival On-Time,1,On-Time
9847,NY,New York,ITH,9E,Arrival On-Time,1,On-Time
6795,WI,Wisconsin,LSE,9E,Departure Delay,13,Delayed
6794,NE,Nebraska,LNK,9E,Departure Delay,7,Delayed
6793,AR,Arkansas,LIT,9E,Departure Delay,11,Delayed
6792,NY,New York,LGA,9E,Departure Delay,197,Delayed
6791,LA,Louisiana,LFT,9E,Departure Delay,6,Delayed
6790,KY,Kentucky,LEX,9E,Departure Delay,24,Delayed
6789,TX,Texas,LBB,9E,Departure Delay,1,Delayed
6788,MI,Michigan,LAN,9E,Departure Delay,11,Delayed
6787,NY,New York,JFK,9E,Departure Delay,202,Delayed
6786,FL,Florida,JAX,9E,Departure Delay,21,Delayed
6796,WV,West Virginia,LWB,9E,Departure Delay,1,Delayed
6785,MS,Mississippi,JAN,9E,Departure Delay,8,Delayed
9794,PA,Pennsylvania,ABE,9E,Arrival On-Time,1,On-Time
9795,GA,Georgia,AGS,9E,Arrival On-Time,1,On-Time
9796,NY,New York,ALB,9E,Arrival On-Time,1,On-Time
9797,GA,Georgia,ATL,9E,Arrival On-Time,19,On-Time
9798,WI,Wisconsin,ATW,9E,Arrival On-Time,2,On-Time
9799,TX,Texas,AUS,9E,Arrival On-Time,2,On-Time
1177,KS,Kansas,ICT,9E,B,1,Cancelled
1176,KS,Kansas,ICT,9E,A,1,Cancelled
472,CO,Colorado,DEN,9E,A,1,Cancelled
9800,NC,North Carolina,AVL,9E,Arrival On-Time,1,On-Time
6784,NY,New York,ITH,9E,Departure Delay,3,Delayed
9801,PA,Pennsylvania,AVP,9E,Arrival On-Time,1,On-Time
1198,KY,Kentucky,CVG,9E,A,6,Cancelled
1200,KY,Kentucky,CVG,9E,C,4,Cancelled
6815,MA,Massachusetts,MVY,9E,Departure Delay,1,Delayed
1797,NC,North Carolina,CLT,9E,A,1,Cancelled
1798,NC,North Carolina,CLT,9E,B,3,Cancelled
1799,NC,North Carolina,CLT,9E,C,1,Cancelled
6814,LA,Louisiana,MSY,9E,Departure Delay,6,Delayed
6813,MN,Minnesota,MSP,9E,Departure Delay,406,Delayed
6812,WI,Wisconsin,MSN,9E,Departure Delay,13,Delayed
6811,MI,Michigan,MQT,9E,Departure Delay,4,Delayed
6810,ND,North Dakota,MOT,9E,Departure Delay,1,Delayed
6809,AL,Alabama,MOB,9E,Departure Delay,12,Delayed
1199,KY,Kentucky,CVG,9E,B,2,Cancelled
6808,LA,Louisiana,MLU,9E,Departure Delay,1,Delayed
6806,WI,Wisconsin,MKE,9E,Departure Delay,14,Delayed
6805,NH,New Hampshire,MHT,9E,Departure Delay,7,Delayed
6804,AL,Alabama,MGM,9E,Departure Delay,8,Delayed
6803,TX,Texas,MFE,9E,Departure Delay,1,Delayed
6802,TN,Tennessee,MEM,9E,Departure Delay,389,Delayed
6801,IL,Illinois,MDW,9E,Departure Delay,23,Delayed
6800,PA,Pennsylvania,MDT,9E,Departure Delay,13,Delayed
6799,FL,Florida,MCO,9E,Departure Delay,3,Delayed
6798,MO,Missouri,MCI,9E,Departure Delay,40,Delayed
6797,MI,Michigan,MBS,9E,Departure Delay,10,Delayed
6807,IL,Illinois,MLI,9E,Departure Delay,19,Delayed
950,IA,Iowa,CID,9E,A,2,Cancelled
9803,NY,New York,BGM,9E,Arrival On-Time,1,On-Time
9804,ME,Maine,BGR,9E,Arrival On-Time,1,On-Time
9829,NY,New York,ELM,9E,Arrival On-Time,1,On-Time
9830,PA,Pennsylvania,ERI,9E,Arrival On-Time,1,On-Time
9831,IN,Indiana,EVV,9E,Arrival On-Time,2,On-Time
9832,NJ,New Jersey,EWR,9E,Arrival On-Time,1,On-Time
9833,ND,North Dakota,FAR,9E,Arrival On-Time,2,On-Time
9834,MI,Michigan,FNT,9E,Arrival On-Time,2,On-Time
9835,IN,Indiana,FWA,9E,Arrival On-Time,5,On-Time
9836,FL,Florida,GNV,9E,Arrival On-Time,1,On-Time
9837,MS,Mississippi,GPT,9E,Arrival On-Time,1,On-Time
9838,MI,Michigan,GRR,9E,Arrival On-Time,2,On-Time
9828,MI,Michigan,DTW,9E,Arrival On-Time,62,On-Time
9839,NC,North Carolina,GSO,9E,Arrival On-Time,3,On-Time
6783,MN,Minnesota,INL,9E,Departure Delay,1,Delayed
1128,IN,Indiana,IND,9E,C,1,Cancelled
1127,IN,Indiana,IND,9E,B,3,Cancelled
1126,IN,Indiana,IND,9E,A,9,Cancelled
9841,NY,New York,HPN,9E,Arrival On-Time,1,On-Time
9842,AL,Alabama,HSV,9E,Arrival On-Time,3,On-Time
9843,VA,Virginia,IAD,9E,Arrival On-Time,3,On-Time
9844,KS,Kansas,ICT,9E,Arrival On-Time,1,On-Time
9845,NC,North Carolina,ILM,9E,Arrival On-Time,1,On-Time
9846,IN,Indiana,IND,9E,Arrival On-Time,1,On-Time
9840,SC,South Carolina,GSP,9E,Arrival On-Time,1,On-Time
9827,IA,Iowa,DSM,9E,Arrival On-Time,4,On-Time
9826,MN,Minnesota,DLH,9E,Arrival On-Time,2,On-Time
9825,TX,Texas,DFW,9E,Arrival On-Time,4,On-Time
9805,AL,Alabama,BHM,9E,Arrival On-Time,1,On-Time
9806,ND,North Dakota,BIS,9E,Arrival On-Time,1,On-Time
9807,TN,Tennessee,BNA,9E,Arrival On-Time,4,On-Time
9808,MA,Massachusetts,BOS,9E,Arrival On-Time,5,On-Time
9809,VT,Vermont,BTV,9E,Arrival On-Time,1,On-Time
9810,NY,New York,BUF,9E,Arrival On-Time,1,On-Time
1164,IN,Indiana,SBN,9E,C,1,Cancelled
1163,IN,Indiana,SBN,9E,B,1,Cancelled
1162,IN,Indiana,SBN,9E,A,1,Cancelled
9811,MD,Maryland,BWI,9E,Arrival On-Time,1,On-Time
9812,SC,South Carolina,CAE,9E,Arrival On-Time,3,On-Time
9813,OH,Ohio,CAK,9E,Arrival On-Time,2,On-Time
9814,TN,Tennessee,CHA,9E,Arrival On-Time,3,On-Time
9815,VA,Virginia,CHO,9E,Arrival On-Time,1,On-Time
9816,SC,South Carolina,CHS,9E,Arrival On-Time,3,On-Time
9817,IA,Iowa,CID,9E,Arrival On-Time,4,On-Time
9818,OH,Ohio,CLE,9E,Arrival On-Time,4,On-Time
9819,OH,Ohio,CMH,9E,Arrival On-Time,4,On-Time
9820,KY,Kentucky,CVG,9E,Arrival On-Time,12,On-Time
9821,WI,Wisconsin,CWA,9E,Arrival On-Time,2,On-Time
9822,OH,Ohio,DAY,9E,Arrival On-Time,1,On-Time
9823,VA,Virginia,DCA,9E,Arrival On-Time,3,On-Time
9824,CO,Colorado,DEN,9E,Arrival On-Time,1,On-Time
9848,MS,Mississippi,JAN,9E,Arrival On-Time,1,On-Time
6816,SC,South Carolina,MYR,9E,Departure Delay,1,Delayed
12000,OH,Ohio,CMH,9E,Departure On-Time,2,On-Time
11998,OH,Ohio,CLE,9E,Departure On-Time,7,On-Time
6709,PA,Pennsylvania,AVP,9E,Departure Delay,6,Delayed
6710,MI,Michigan,AZO,9E,Departure Delay,8,Delayed
6711,CT,Connecticut,BDL,9E,Departure Delay,12,Delayed
6712,NY,New York,BGM,9E,Departure Delay,9,Delayed
6713,ME,Maine,BGR,9E,Departure Delay,16,Delayed
6714,AL,Alabama,BHM,9E,Departure Delay,19,Delayed
6715,ND,North Dakota,BIS,9E,Departure Delay,9,Delayed
6716,MN,Minnesota,BJI,9E,Departure Delay,1,Delayed
6717,IL,Illinois,BMI,9E,Departure Delay,14,Delayed
6718,TN,Tennessee,BNA,9E,Departure Delay,43,Delayed
6708,NC,North Carolina,AVL,9E,Departure Delay,17,Delayed
6719,MA,Massachusetts,BOS,9E,Departure Delay,72,Delayed
6721,LA,Louisiana,BTR,9E,Departure Delay,11,Delayed
6722,VT,Vermont,BTV,9E,Departure Delay,25,Delayed
6723,NY,New York,BUF,9E,Departure Delay,24,Delayed
6724,MD,Maryland,BWI,9E,Departure Delay,27,Delayed
6725,SC,South Carolina,CAE,9E,Departure Delay,18,Delayed
6726,OH,Ohio,CAK,9E,Departure Delay,16,Delayed
6727,TN,Tennessee,CHA,9E,Departure Delay,8,Delayed
6728,VA,Virginia,CHO,9E,Departure Delay,7,Delayed
6729,SC,South Carolina,CHS,9E,Departure Delay,20,Delayed
6730,IA,Iowa,CID,9E,Departure Delay,26,Delayed
6720,GA,Georgia,BQK,9E,Departure Delay,3,Delayed
6731,OH,Ohio,CLE,9E,Departure Delay,60,Delayed
6707,TX,Texas,AUS,9E,Departure Delay,12,Delayed
6706,WI,Wisconsin,ATW,9E,Departure Delay,18,Delayed
2145,NY,New York,BGM,9E,A,1,Cancelled
2126,NY,New York,ALB,9E,A,1,Cancelled
983,IA,Iowa,SUX,9E,A,1,Cancelled
1431,ME,Maine,BGR,9E,B,1,Cancelled
834,GA,Georgia,ATL,9E,A,6,Cancelled
835,GA,Georgia,ATL,9E,B,8,Cancelled
836,GA,Georgia,ATL,9E,C,5,Cancelled
968,IA,Iowa,DSM,9E,C,2,Cancelled
967,IA,Iowa,DSM,9E,B,2,Cancelled
2004,NJ,New Jersey,EWR,9E,C,1,Cancelled
1927,ND,North Dakota,FAR,9E,B,1,Cancelled
966,IA,Iowa,DSM,9E,A,7,Cancelled
1955,NE,Nebraska,OMA,9E,B,2,Cancelled
1940,ND,North Dakota,GFK,9E,C,1,Cancelled
1939,ND,North Dakota,GFK,9E,B,2,Cancelled
6699,PA,Pennsylvania,ABE,9E,Departure Delay,13,Delayed
6700,LA,Louisiana,AEX,9E,Departure Delay,7,Delayed
6701,GA,Georgia,AGS,9E,Departure Delay,10,Delayed
6702,NY,New York,ALB,9E,Departure Delay,8,Delayed
6703,IA,Iowa,ALO,9E,Departure Delay,4,Delayed
6704,TX,Texas,AMA,9E,Departure Delay,1,Delayed
6705,GA,Georgia,ATL,9E,Departure Delay,319,Delayed
1979,NH,New Hampshire,MHT,9E,A,3,Cancelled
6732,NC,North Carolina,CLT,9E,Departure Delay,27,Delayed
6733,OH,Ohio,CMH,9E,Departure Delay,36,Delayed
889,GA,Georgia,SAV,9E,A,1,Cancelled
6756,ND,North Dakota,FAR,9E,Departure Delay,6,Delayed
6757,NC,North Carolina,FAY,9E,Departure Delay,4,Delayed
6758,MT,Montana,FCA,9E,Departure Delay,1,Delayed
6759,FL,Florida,FLL,9E,Departure Delay,2,Delayed
6760,MI,Michigan,FNT,9E,Departure Delay,15,Delayed
6761,SD,South Dakota,FSD,9E,Departure Delay,8,Delayed
6762,AR,Arkansas,FSM,9E,Departure Delay,4,Delayed
6763,IN,Indiana,FWA,9E,Departure Delay,22,Delayed
6764,WA,Washington,GEG,9E,Departure Delay,1,Delayed
6765,ND,North Dakota,GFK,9E,Departure Delay,7,Delayed
6755,FL,Florida,EYW,9E,Departure Delay,3,Delayed
6766,FL,Florida,GNV,9E,Departure Delay,6,Delayed
6768,WI,Wisconsin,GRB,9E,Departure Delay,13,Delayed
6769,MI,Michigan,GRR,9E,Departure Delay,20,Delayed
6770,NC,North Carolina,GSO,9E,Departure Delay,30,Delayed
6771,SC,South Carolina,GSP,9E,Departure Delay,21,Delayed
6772,MT,Montana,HLN,9E,Departure Delay,4,Delayed
6773,TX,Texas,HOU,9E,Departure Delay,9,Delayed
1849,NC,North Carolina,GSO,9E,B,1,Cancelled
1848,NC,North Carolina,GSO,9E,A,1,Cancelled
6774,NY,New York,HPN,9E,Departure Delay,29,Delayed
6775,TX,Texas,HRL,9E,Departure Delay,1,Delayed
6767,MS,Mississippi,GPT,9E,Departure Delay,10,Delayed
1869,NC,North Carolina,ILM,9E,C,2,Cancelled
6754,NJ,New Jersey,EWR,9E,Departure Delay,26,Delayed
6753,NC,North Carolina,EWN,9E,Departure Delay,2,Delayed
890,GA,Georgia,SAV,9E,B,1,Cancelled
6734,MI,Michigan,CMX,9E,Departure Delay,2,Delayed
6735,MO,Missouri,COU,9E,Departure Delay,2,Delayed
6736,WY,Wyoming,CPR,9E,Departure Delay,2,Delayed
6737,WV,West Virginia,CRW,9E,Departure Delay,3,Delayed
6738,GA,Georgia,CSG,9E,Departure Delay,2,Delayed
6739,KY,Kentucky,CVG,9E,Departure Delay,141,Delayed
6740,WI,Wisconsin,CWA,9E,Departure Delay,10,Delayed
1886,NC,North Carolina,RDU,9E,C,3,Cancelled
1885,NC,North Carolina,RDU,9E,B,2,Cancelled
1884,NC,North Carolina,RDU,9E,A,2,Cancelled
6741,TX,Texas,DAL,9E,Departure Delay,2,Delayed
6742,OH,Ohio,DAY,9E,Departure Delay,18,Delayed
6743,VA,Virginia,DCA,9E,Departure Delay,25,Delayed
6744,CO,Colorado,DEN,9E,Departure Delay,8,Delayed
6745,TX,Texas,DFW,9E,Departure Delay,40,Delayed
6746,MN,Minnesota,DLH,9E,Departure Delay,12,Delayed
6747,IA,Iowa,DSM,9E,Departure Delay,56,Delayed
6748,MI,Michigan,DTW,9E,Departure Delay,983,Delayed
6749,FL,Florida,ECP,9E,Departure Delay,1,Delayed
6750,NY,New York,ELM,9E,Departure Delay,10,Delayed
6751,PA,Pennsylvania,ERI,9E,Departure Delay,13,Delayed
6752,IN,Indiana,EVV,9E,Departure Delay,16,Delayed
2146,NY,New York,BGM,9E,C,1,Cancelled
11999,NC,North Carolina,CLT,9E,Departure On-Time,3,On-Time
2151,NY,New York,BUF,9E,A,1,Cancelled
2152,NY,New York,BUF,9E,B,2,Cancelled
11979,GA,Georgia,ATL,9E,Departure On-Time,41,On-Time
11978,IA,Iowa,ALO,9E,Departure On-Time,1,On-Time
11977,NY,New York,ALB,9E,Departure On-Time,4,On-Time
11976,PA,Pennsylvania,ABE,9E,Departure On-Time,5,On-Time
9868,VA,Virginia,ORF,9E,Arrival On-Time,1,On-Time
9869,FL,Florida,PFN,9E,Arrival On-Time,2,On-Time
9870,VA,Virginia,PHF,9E,Arrival On-Time,1,On-Time
9871,PA,Pennsylvania,PIT,9E,Arrival On-Time,3,On-Time
9872,MI,Michigan,PLN,9E,Arrival On-Time,1,On-Time
9873,FL,Florida,PNS,9E,Arrival On-Time,5,On-Time
11980,WI,Wisconsin,ATW,9E,Departure On-Time,3,On-Time
9874,NC,North Carolina,RDU,9E,Arrival On-Time,4,On-Time
9876,VA,Virginia,RIC,9E,Arrival On-Time,1,On-Time
9877,VA,Virginia,ROA,9E,Arrival On-Time,1,On-Time
9878,NY,New York,ROC,9E,Arrival On-Time,1,On-Time
9879,MN,Minnesota,RST,9E,Arrival On-Time,2,On-Time
9880,PA,Pennsylvania,SCE,9E,Arrival On-Time,2,On-Time
9881,KY,Kentucky,SDF,9E,Arrival On-Time,5,On-Time
9882,MO,Missouri,STL,9E,Arrival On-Time,1,On-Time
9883,NY,New York,SWF,9E,Arrival On-Time,1,On-Time
9884,NY,New York,SYR,9E,Arrival On-Time,3,On-Time
9885,FL,Florida,TLH,9E,Arrival On-Time,2,On-Time
9875,WI,Wisconsin,RHI,9E,Arrival On-Time,2,On-Time
9886,OK,Oklahoma,TUL,9E,Arrival On-Time,6,On-Time
11981,TX,Texas,AUS,9E,Departure On-Time,2,On-Time
9866,NE,Nebraska,OMA,9E,Arrival On-Time,2,On-Time
11997,IA,Iowa,CID,9E,Departure On-Time,3,On-Time
11996,SC,South Carolina,CHS,9E,Departure On-Time,3,On-Time
11995,OH,Ohio,CAK,9E,Departure On-Time,3,On-Time
11994,SC,South Carolina,CAE,9E,Departure On-Time,3,On-Time
11993,MD,Maryland,BWI,9E,Departure On-Time,2,On-Time
11992,NY,New York,BUF,9E,Departure On-Time,1,On-Time
11991,VT,Vermont,BTV,9E,Departure On-Time,5,On-Time
11990,LA,Louisiana,BTR,9E,Departure On-Time,1,On-Time
11989,MA,Massachusetts,BOS,9E,Departure On-Time,7,On-Time
11988,TN,Tennessee,BNA,9E,Departure On-Time,2,On-Time
9867,IL,Illinois,ORD,9E,Arrival On-Time,1,On-Time
11987,ND,North Dakota,BIS,9E,Departure On-Time,3,On-Time
11985,ME,Maine,BGR,9E,Departure On-Time,2,On-Time
11984,CT,Connecticut,BDL,9E,Departure On-Time,1,On-Time
11983,PA,Pennsylvania,AVP,9E,Departure On-Time,1,On-Time
11982,NC,North Carolina,AVL,9E,Departure On-Time,2,On-Time
654,FL,Florida,MCO,9E,B,1,Cancelled
9861,IL,Illinois,MLI,9E,Arrival On-Time,8,On-Time
9862,MI,Michigan,MQT,9E,Arrival On-Time,1,On-Time
9863,WI,Wisconsin,MSN,9E,Arrival On-Time,2,On-Time
9864,MN,Minnesota,MSP,9E,Arrival On-Time,34,On-Time
9865,OK,Oklahoma,OKC,9E,Arrival On-Time,2,On-Time
11986,AL,Alabama,BHM,9E,Departure On-Time,2,On-Time
9887,MI,Michigan,TVC,9E,Arrival On-Time,3,On-Time
9888,TN,Tennessee,TYS,9E,Arrival On-Time,4,On-Time
9889,AR,Arkansas,XNA,9E,Arrival On-Time,3,On-Time
1460,MI,Michigan,AZO,9E,B,1,Cancelled
1459,MI,Michigan,AZO,9E,A,2,Cancelled
2299,NY,New York,ROC,9E,C,1,Cancelled
2298,NY,New York,ROC,9E,B,4,Cancelled
2297,NY,New York,ROC,9E,A,1,Cancelled
6776,AL,Alabama,HSV,9E,Departure Delay,24,Delayed
1010,IL,Illinois,MDW,9E,C,3,Cancelled
1591,MN,Minnesota,DLH,9E,B,1,Cancelled
785,FL,Florida,TLH,9E,A,1,Cancelled
1599,MN,Minnesota,INL,9E,A,1,Cancelled
1579,MI,Michigan,TVC,9E,A,2,Cancelled
1600,MN,Minnesota,MSP,9E,A,28,Cancelled
1439,ME,Maine,PWM,9E,B,2,Cancelled
1602,MN,Minnesota,MSP,9E,C,4,Cancelled
997,IL,Illinois,BMI,9E,C,1,Cancelled
2241,NY,New York,LGA,9E,C,16,Cancelled
2240,NY,New York,LGA,9E,B,5,Cancelled
2239,NY,New York,LGA,9E,A,11,Cancelled
2201,NY,New York,JFK,9E,C,14,Cancelled
2200,NY,New York,JFK,9E,B,4,Cancelled
2199,NY,New York,JFK,9E,A,6,Cancelled
2153,NY,New York,BUF,9E,C,1,Cancelled
1601,MN,Minnesota,MSP,9E,B,6,Cancelled
1576,MI,Michigan,MQT,9E,B,1,Cancelled
1470,MI,Michigan,CMX,9E,B,1,Cancelled
1473,MI,Michigan,DTW,9E,A,20,Cancelled
2373,OH,Ohio,CLE,9E,C,1,Cancelled
2372,OH,Ohio,CLE,9E,A,2,Cancelled
1548,MI,Michigan,LAN,9E,A,2,Cancelled
1549,MI,Michigan,LAN,9E,C,1,Cancelled
2355,OH,Ohio,CAK,9E,B,2,Cancelled
2354,OH,Ohio,CAK,9E,A,2,Cancelled
6782,IN,Indiana,IND,9E,Departure Delay,88,Delayed
6781,NC,North Carolina,ILM,9E,Departure Delay,3,Delayed
6780,ID,Idaho,IDA,9E,Departure Delay,2,Delayed
6779,KS,Kansas,ICT,9E,Departure Delay,19,Delayed
6778,TX,Texas,IAH,9E,Departure Delay,21,Delayed
6777,VA,Virginia,IAD,9E,Departure Delay,17,Delayed
1561,MI,Michigan,MBS,9E,A,1,Cancelled
1562,MI,Michigan,MBS,9E,B,1,Cancelled
1040,IL,Illinois,ORD,9E,C,5,Cancelled
1039,IL,Illinois,ORD,9E,A,3,Cancelled
736,FL,Florida,PNS,9E,A,1,Cancelled
2334,NY,New York,SYR,9E,C,1,Cancelled
2333,NY,New York,SYR,9E,A,2,Cancelled
1028,IL,Illinois,MLI,9E,A,1,Cancelled
2324,NY,New York,SWF,9E,C,1,Cancelled
1475,MI,Michigan,DTW,9E,C,19,Cancelled
1474,MI,Michigan,DTW,9E,B,25,Cancelled
817,FL,Florida,VPS,9E,A,1,Cancelled
6817,NC,North Carolina,OAJ,9E,Departure Delay,4,Delayed
9802,MI,Michigan,AZO,9E,Arrival On-Time,3,On-Time
6818,OK,Oklahoma,OKC,9E,Departure Delay,31,Delayed
3611,FL,Florida,FLL,9E,Arrival Delay,2,Delayed
3612,MI,Michigan,FNT,9E,Arrival Delay,31,Delayed
3613,SD,South Dakota,FSD,9E,Arrival Delay,11,Delayed
3614,AR,Arkansas,FSM,9E,Arrival Delay,5,Delayed
3615,IN,Indiana,FWA,9E,Arrival Delay,25,Delayed
2633,PA,Pennsylvania,PIT,9E,A,2,Cancelled
3616,WA,Washington,GEG,9E,Arrival Delay,1,Delayed
3617,ND,North Dakota,GFK,9E,Arrival Delay,8,Delayed
3610,MT,Montana,FCA,9E,Arrival Delay,1,Delayed
3618,FL,Florida,GNV,9E,Arrival Delay,7,Delayed
3620,WI,Wisconsin,GRB,9E,Arrival Delay,22,Delayed
3621,MI,Michigan,GRR,9E,Arrival Delay,35,Delayed
3622,NC,North Carolina,GSO,9E,Arrival Delay,37,Delayed
3623,SC,South Carolina,GSP,9E,Arrival Delay,32,Delayed
3624,MS,Mississippi,GTR,9E,Arrival Delay,1,Delayed
